Team1,Team_x,Team2,Team_y,Winner,Prediction
POR,Trailblazers,OKC,Thunder,OKC,Thunder,,,,,,,,
POR,Trailblazers,DET,Pistons,DET,Pistons,,,,,,,,
POR,Trailblazers,TOR,Raptors,POR,Trailblazers,,,,,,,,
POR,Trailblazers,LAL,Lakers,LAL,Lakers,,,,,,,,
POR,Trailblazers,WAS,Wizards,POR,Trailblazers,,,,,,,,
POR,Trailblazers,BOS,Celtics,POR,Trailblazers,,,,,,,,
POR,Trailblazers,DEN,Nuggets,DEN,Nuggets,,,,,,,,
POR,Trailblazers,MIA,Heat,POR,Trailblazers,,,,,,,,
POR,Trailblazers,NYK,Knicks,NYK,Knicks,,,,,,,,
HOU,Rockets,PHI,76ers,PHI,76ers,,,,,,,,
HOU,Rockets,OKC,Thunder,OKC,Thunder,,,,,,,,
HOU,Rockets,DET,Pistons,HOU,Rockets,,,,,,,,
HOU,Rockets,TOR,Raptors,TOR,Raptors,,,,,,,,
HOU,Rockets,LAL,Lakers,LAL,Lakers,,,,,,,,
HOU,Rockets,WAS,Wizards,HOU,Rockets,,,,,,,,
HOU,Rockets,BOS,Celtics,BOS,Celtics,,,,,,,,
HOU,Rockets,DEN,Nuggets,HOU,Rockets,,,,,,,,
HOU,Rockets,MIA,Heat,HOU,Rockets,,,,,,,,
HOU,Rockets,NYK,Knicks,NYK,Knicks,,,,,,,,
PHI,76ers,OKC,Thunder,OKC,Thunder,,,,,,,,
PHI,76ers,DET,Pistons,DET,Pistons,,,,,,,,
PHI,76ers,TOR,Raptors,PHI,76ers,,,,,,,,
PHI,76ers,LAL,Lakers,LAL,Lakers,,,,,,,,
PHI,76ers,WAS,Wizards,PHI,76ers,,,,,,,,
PHI,76ers,BOS,Celtics,BOS,Celtics,,,,,,,,
PHI,76ers,DEN,Nuggets,PHI,76ers,,,,,,,,
PHI,76ers,MIA,Heat,MIA,Heat,,,,,,,,
